SMILES,dataset,len_smiles,mean_complexity,sa_score,sc_score,tb_depth,tb_plausibility,tb_price,tb_synthesizability
CC(=O)Nc1cc(-c2ccc(CO)cc2)cn2c(-c3cccc(C(F)(F)F)c3)cnc12,guacamol,56,,2.466256488748286,4.154150701767175,4,0.9990130682877804,89.0,Synthesizable
CC(C)OCCOc1nc(Oc2ccc3c(c2)COB3O)ccc1C#N,guacamol,39,,3.0475939385281103,3.9912735351474273,4,0.9838335848979668,110.0,Synthesizable
CCS(=O)(=O)c1ccc(Oc2ccc(C#N)cc2)c(-c2cn(C)c(=O)c3[nH]ccc23)c1,guacamol,61,,2.730102112090462,4.318707364025161,8,0.8113217408297513,50.0,Synthesizable
COc1ccc(-c2nn(-c3ccccc3)cc2C(=O)N2c3ccc(C)cc3C3CN(C)CCC32)cc1,guacamol,61,,3.2068464503177454,4.999977969231108,2,0.9998190455430632,130.0,Synthesizable
O=C(Cc1ccccc1Cl)NCc1ccc(O)c(O)c1,guacamol,32,,1.821601509677152,2.9165847399521714,1,0.9988779425621032,47.0,Synthesizable
NC(=O)C1CCCN1CCCc1ccc(C(F)(F)F)cc1,guacamol,34,,2.4909923146937025,3.8053042223339184,3,0.9914069114437908,18.0,Synthesizable
CC(NC(=O)c1cccs1)C(=O)NS(=O)(=O)c1cccc(C#N)c1,guacamol,45,,2.711281329454831,3.523516610831372,3,0.997448837806717,37.0,Synthesizable
Cc1ccc(-n2nccn2)c(C(=O)N2CCOCC2Cc2cccc(-c3cccnc3)c2)c1,guacamol,54,,3.1022373756354784,4.644191559811077,6,0.9893589658330568,121.0,Synthesizable
CCC1C(=O)OCC1Cc1c[n+](CCCOC(C)=O)cn1C,guacamol,37,,4.022879899030627,3.5240010429713613,11,0.0,-1.0,Unsynthesizable
CCc1c(C(=O)Nc2ccccc2Cl)nnn1-c1ccc2noc(-c3ccccc3)c2c1,guacamol,52,,2.439233702693704,4.316042075991815,6,0.9553552739126188,111.0,Synthesizable
O=C(NCC#Cc1ccc2ncc(NC3CCC(N4CCN(CC5CC5)CC4)CC3)nc2c1)c1ccnn(Cc2ccc(F)c(F)c2)c1=O,guacamol,80,,3.259865059609057,4.997588097944684,6,0.9677483549270844,38.0,Synthesizable
CCC(=N)N1CCC(C(c2ccccc2)c2ccccc2)CC1,guacamol,36,,2.2819563056948446,2.829336318155258,4,0.8873963351010082,7.0,Synthesizable
Cc1cc(C(=O)Nc2cc(C(=N)N(C)C)cs2)n(-c2cc3ccccc3cc2F)n1,guacamol,53,,2.8712850217491788,4.717789021056831,8,0.12996108504984058,135.0,Synthesizable
COc1ccc(C2C(C)C3=Nc4ccccc4CN32)cc1,guacamol,34,,3.2343537562230766,3.350262163960569,11,0.0,-1.0,Unsynthesizable
Cn1nc(C(N)=O)c2c(NCCCCCCOc3ccccc3)c3c(nc21)CCCC3,guacamol,48,,2.5863129343716285,4.8415812291911795,4,0.559140156537366,48.0,Synthesizable
COc1ccc(C2CC(=O)c3sc(N)nc3C2)cc1,guacamol,32,,2.769857142649005,2.765359501801191,1,0.9997033476829528,74.0,Synthesizable
COCCN(CC(=O)Nc1cccc(C)c1C)C(=O)c1cc(-c2ccncc2)nc2ccccc12,guacamol,56,,2.320449908943173,4.366915178130409,2,0.9984251926070372,138.0,Synthesizable
c1ccc2c(NCCCCCCNc3cccc4ccccc34)cccc2c1,guacamol,38,,1.8064219091778568,2.4030002751429858,1,0.999134361743927,5.0,Synthesizable
C=C(C)NC(C(CC)CC)C1C(N=C(N)N)CC(C(=O)O)C1O,guacamol,42,,4.627936888889648,3.679387925171228,11,0.0,-1.0,Unsynthesizable
COc1cc(CN2CCN(c3ccc(Cl)cc3)CC2)c(OCCF)cc1OC,guacamol,43,,2.146222736970355,4.380934437571852,2,0.9854929449605088,87.0,Synthesizable
ON=C(c1ccnc(Oc2cccc3c2CCCC3)c1)N1CCSCC1,guacamol,39,,2.836297621331793,4.045576634128961,6,0.42852271355658095,75.0,Synthesizable
Cc1cc(C(=O)c2cccs2)cc(C)c1O,guacamol,27,,2.0538198040196605,2.5718928320408634,2,0.9599694991669308,3.0,Synthesizable
CCSc1nc2ccc(NC(C)=O)cc2c(=O)o1,guacamol,30,,2.3090354259919152,2.5684370266161367,2,0.9983413312445216,20.0,Synthesizable
CCCc1cc(C(=O)N2CCC(N(C)CCc3ccccc3)CC2)cc2ccc(O)nc12,guacamol,51,,2.5711374949042973,4.918600871772023,6,0.1688520378085651,11.0,Synthesizable
COCC(NC(=O)c1cnc(C)o1)C(=O)NC(COC)C(=O)NC(CC(C)C)C(=O)C1(C)CO1,guacamol,62,,4.0704174974123655,3.988350774843747,11,0.0,-1.0,Unsynthesizable
O=C(Nc1ccc(Br)cc1Cl)Nn1cnnc1,guacamol,28,,2.5716463895328645,2.6521195519431986,1,0.998245358467102,81.0,Synthesizable
Cc1ccc(C=CC(=O)NCCO)cc1,guacamol,23,,1.8207836682544656,2.103220952775966,1,0.999637007713318,2.0,Synthesizable
Cc1ccc2[nH]c3c(c2c1)CN(C(=O)CN1CCN(c2cccc(C)c2C)CC1)CC3,guacamol,55,,2.3662724157890858,4.357268736585183,2,0.9860208995627318,74.0,Synthesizable
O=c1c2sc3ccccc3c2n(Cc2cccc(F)c2)c(=O)n1CCc1ccccc1,guacamol,49,,2.2560067805254747,4.5236817441338095,11,0.0,-1.0,Unsynthesizable
COc1ccc(CN(Cc2cc3cc(OC)c(OC)cc3[nH]c2=O)C(=S)NCCc2ccc(OC)c(OC)c2)cc1,guacamol,68,,2.5355357361972715,3.8889674955077895,4,0.5594231405050569,49.0,Synthesizable
CC(C)CC1CN=C(N)N1CC1CCCN1CC(C(C)C)N1CC(Cc2ccccc2)N(CCCC2CCCC2)C1=N,guacamol,66,,4.543448510631126,4.9979022271026725,11,0.0,-1.0,Unsynthesizable
O=C(ON=C(Cn1ccnc1)c1ccc2ccccc2c1)c1cccc(Br)c1,guacamol,45,,2.469311297007879,3.302781401734366,3,0.9985141247545876,12.0,Synthesizable
CCc1ccc(OCC(=O)OC2CCS(=O)(=O)C2)cc1,guacamol,35,,2.634303481695412,3.183524288652184,3,0.7238420941833099,19.0,Synthesizable
COc1ccc2[nH]c(CNc3cc(C4CCNCC4)nc(C)n3)cc2c1,guacamol,43,,2.6612890036337014,3.8153508250241983,4,0.8962704447167348,81.0,Synthesizable
COP1(=O)OCC2OC(n3cnc4c(O)nc(N)nc43)C(C)(F)C2O1,guacamol,46,,4.9555088203198805,4.600253946544138,11,0.0,-1.0,Unsynthesizable
O=C(c1ccccc1-c1nc2ccccc2[nH]1)N1CCCCC1,guacamol,38,,1.9053386417521128,3.4663470365607787,2,0.9846180169948936,3.0,Synthesizable
CC(=O)Oc1cccc(-c2cc3cc(OC(C)=O)ccc3oc2=O)c1,guacamol,43,,2.1948793680447762,2.923190700632084,3,0.5584942125522773,14.0,Synthesizable
O=C1C2C(c3ccc(Cl)cc3)N3C(=O)N(c4cccc(Cl)c4)C(=O)C3(Cc3ccc(Cl)cc3)C2C(=O)N1C1CCCCC1,guacamol,82,,3.955192995274852,4.75180277659854,11,0.0,-1.0,Unsynthesizable
Cc1sc(NC(=O)C2CCCCC2)c(C#N)c1-c1ccccc1,guacamol,38,,2.1228348778689394,3.049650275949071,1,0.9999768733978271,87.0,Synthesizable
O=C1c2ccccc2C(=O)c2c(NCCN(CCO)CCO)ccc(NCCN(CCO)CCO)c21,guacamol,54,,2.780898554352836,3.0877817473933846,2,0.951324641785348,193.0,Synthesizable
O=C(CCC(NC(=O)c1cc2ccccc2cn1)C(=O)OCc1ccccc1)OCc1ccccc1,guacamol,55,,2.6521454551079344,2.6792126656767685,1,0.9999964237213136,45.0,Synthesizable
CCc1ccc(-c2cc3c(=O)n(CC(=O)NCCCN4CCC(Cc5ccccc5)CC4)nc(C)n3n2)cc1,guacamol,64,,2.60600306123341,4.999478473152485,11,0.0,-1.0,Unsynthesizable
COC(=O)c1cc(Cl)c(NC(C)=O)cc1OC,guacamol,30,,1.8286573510713264,1.9482960776557865,0,1.0,1.0,Synthesizable
CCCCCCCCCC=CC=CC=CC=CC=CC=CC(=O)OCC(COC1OC(CO)C(O)C(O)C1O)OC(=O)CCCCCCCCCCCCC,guacamol,77,,4.8514846448139854,3.603091550517379,11,0.0,-1.0,Unsynthesizable
CC(=O)NC(C)c1ccc(OC2CCN(c3nc(N(C)C)ncc3Br)C2)cc1,guacamol,48,,3.3034547257537925,4.922377075048452,5,0.998065698972204,16.0,Synthesizable
Cc1ccc(Nc2nc(CSc3nnc(-c4cccnc4)n3-c3ccccc3F)cs2)cc1,guacamol,51,,2.3972039319960583,4.678247654493116,4,0.9890020952658354,35.0,Synthesizable
CCCCn1c(NCc2cccs2)nc2ccccc21,guacamol,28,,2.0769906324188163,3.8154614493767847,2,0.9958902994603348,12.0,Synthesizable
COC(=O)c1cc(-c2ccc(F)cc2C)c2c(c1)N(c1c(Cl)cccc1Cl)C(=O)NC2,guacamol,58,,2.618541270686478,3.754055379417927,11,0.0,-1.0,Unsynthesizable
CC(C)c1n[nH]c2c(NCc3ccc(-c4ccccn4)cc3)nc(N3CCNCC3)nc12,guacamol,54,,2.800699712936036,4.51368646028771,11,0.0,-1.0,Unsynthesizable
CN=C(O)c1cn(CC(=O)N2CC(F)CC2C(O)=NCc2cccc(Cl)c2F)c2ccccc12,guacamol,58,,3.9621643681887018,4.690105130378071,11,0.0,-1.0,Unsynthesizable
N#Cc1cccc(Cn2ccc3cc(C(=O)NO)ncc32)c1,guacamol,36,,2.471965115428516,3.9686760473628477,7,0.6168581615972016,23.0,Synthesizable
COc1ccc(OC)c(CCC(=O)C=CCCc2cccnc2)c1,guacamol,36,,2.2826174193746334,3.279819417165628,5,0.7571785683248521,94.0,Synthesizable
O=C(O)C(Cc1ccc2nc(-c3c(Cl)cccc3Cl)ccc2c1)NC(=O)C1(c2ccc(Cl)cc2)CCCC1,guacamol,68,,3.0190582685754133,4.98568995284266,6,0.962323116592098,78.0,Synthesizable
CS(=O)(=O)NC(=O)c1cc(C2CC2)c(OCC2(C(F)(F)F)CCCCC2)cc1F,guacamol,54,,3.012116992527144,4.298163937625112,11,0.0,-1.0,Unsynthesizable
COc1cc2sc(-c3c(-c4cccc([N+](=O)[O-])c4)n[nH]c3N)nc2cc1F,guacamol,55,,2.675649443619399,3.8094250488826478,11,0.0,-1.0,Unsynthesizable
COC(=O)c1ccc2c(ccn2-c2cccc(NC(=O)Nc3cccc(C(F)(F)F)c3)c2)n1,guacamol,58,,2.3618514672343487,3.910893113426925,8,0.22649599848187754,26.0,Synthesizable
CCc1nc(C2CCCN2C(=O)c2csc(COC)n2)no1,guacamol,35,,3.112483570963258,4.290022933603447,8,0.5971961492089228,12.0,Synthesizable
O=c1[nH]c(=Cc2ccccn2)c(=O)[nH]c1=Cc1ccc(OCCCc2cccnc2)cc1,guacamol,56,,2.7133584690735137,3.574216939376106,11,0.0,-1.0,Unsynthesizable
c1ccc(Cc2noc(CN3CCN(C4CCc5ccccc5C4)CC3)n2)cc1,guacamol,45,,2.710911759018833,4.3277620493673385,4,0.8949324420123576,95.0,Synthesizable
COc1cc2c(cc1OC)CC(=O)N(CCCN(C)Cc1ccccn1)CC2,guacamol,43,,2.3924748523549706,4.652029470811993,2,0.9476590605170898,135.0,Synthesizable
COc1ccc(C#N)c(C(=O)Nc2cccc(Oc3ccc4c(C=Cc5ccccc5)n[nH]c4c3)c2)c1,guacamol,63,,2.5376764317991842,4.475809294361801,5,0.9922669412434016,70.0,Synthesizable
CN(CC(=O)Nc1ccccc1Cl)C(=O)CN1C(=O)NC(c2ccccc2)(c2ccccc2)C1=O,guacamol,60,,2.3711546222298856,3.8427598054875856,5,0.9577875256335792,26.0,Synthesizable
O=C(Nc1ccccn1)C1CCN(C(=O)c2ccc(F)cc2)CC1,guacamol,40,,1.8134575531538992,3.4179303677758437,1,0.9999996423721312,50.0,Synthesizable
C=CCN1CCN(c2ccncc2S(=O)(=O)N2CCOCC2)CC1,guacamol,39,,2.433002703655572,3.642889053030368,3,0.27881563607378235,11.0,Synthesizable
COC(=O)c1ccc(-c2ccc(CSc3nc(C(C)C)nc4ccccc34)cc2)cc1,guacamol,51,,2.1480399179498466,3.5194732801159185,3,0.9943591029547356,107.0,Synthesizable
COc1ccc(-c2ccnn2-c2cc(OC)c(OC)c(OC)c2)cc1O,guacamol,42,,2.269760153320352,3.3095530891160343,3,0.7342931959182981,22.0,Synthesizable
O=c1[nH]c2ccccc2n1C1CCN(CCCC(c2ccc(F)cc2)c2ccc(F)cc2)CC1,guacamol,56,,2.3668202532621785,4.4081526533139455,1,0.9995952248573304,96.0,Synthesizable
COc1cc(C=C2CCCN3C2=NOCC3C(O)c2ccc(Cl)cc2)ccc1-n1cnc(C)c1,guacamol,56,,3.7934249647350136,4.402543018671997,11,0.0,-1.0,Unsynthesizable
COc1c(-c2ccccc2)cccc1N(CC1CCCN1)C(=O)COc1ccccc1,guacamol,47,,2.8056214828903108,3.8522630523810704,4,0.9919104604614378,93.0,Synthesizable
CCCCCCC(C)(C)c1cc(NC(=O)NC)c2c(c1)OC(C)(C)C1CCC(C)=CC21,guacamol,55,,3.726195576653152,4.076690241226496,11,0.0,-1.0,Unsynthesizable
Cc1cnc(C(=O)OCC(=O)N(Cc2ccccc2)C(C)(C)C)cn1,guacamol,43,,2.293043209420789,2.4208852404836514,2,0.9938949470186742,5.0,Synthesizable
CC1CCCN1CCCOc1ccc(C(=O)CN2CCC(C(F)(F)F)CC2)cc1,guacamol,46,,2.7768257785569066,4.4561205938212805,3,0.9912071590400804,65.0,Synthesizable
O=C1Cc2ccc(-c3ccc(F)c(F)c3)cc2C(=O)N1O,guacamol,38,,2.345057678787608,3.603735020859319,4,0.6266293405185615,6.0,Synthesizable
N#Cc1cccc2c(C(=O)C(=O)N3CCN(C(=O)c4ccccc4)CC3)c[nH]c12,guacamol,54,,2.3514717797232643,3.4863945537181835,2,0.996277452668437,50.0,Synthesizable
CCC(CC)Oc1cc([N+](=O)[O-])ccc1N(C)S(C)(=O)=O,guacamol,44,,2.550820683369233,3.236056270179008,3,0.9503293059801884,7.0,Synthesizable
C=C1C(=O)OC2CCCCC12,guacamol,19,,3.4234059445691205,2.873851866370924,4,0.19667342725938616,11.0,Synthesizable
COc1ccccc1C=CC=NNC(=O)CCn1cnc2ccccc21,guacamol,37,,2.361916938856373,3.340735278158136,1,0.9999606609344482,79.0,Synthesizable
O=C(Nc1ccc(Cl)cc1)N1CCCC12C1CC3CC(C1)CC2C3,guacamol,42,,4.273925771022985,3.4548777761297123,11,0.0,-1.0,Unsynthesizable
CC(=O)CC(=O)C1(O)CCC2C3CCC4=CC(=O)C(C)CC4(C)C3C(O)CC21C,guacamol,55,,4.712929106188693,3.6618571317898425,11,0.0,-1.0,Unsynthesizable
CC(=O)Oc1ccc(Cn2c(C)c(C(=O)NCCC#N)sc2=O)cc1,guacamol,43,,2.446695383333834,3.34294261175229,9,0.5008952545561841,19.0,Synthesizable
O=C(O)CSc1nc(C(F)(F)F)cc(=O)n1-c1ccccc1,guacamol,39,,2.2765525879559867,3.0644463632829813,11,0.0,-1.0,Unsynthesizable
CCOC(=O)N1CCN(C(=O)c2ccc(Cn3c(=S)[nH]c4ccc(Br)cc4c3=O)cc2)CC1,guacamol,61,,2.341637571452712,3.5418060716495567,3,0.9979390716102062,9.0,Synthesizable
CCC(C)COc1ccc(C(CO)NC(=O)C(C)c2ccccc2)cc1,guacamol,41,,3.0092695617554863,3.0478676217467453,4,0.8437047584631878,23.0,Synthesizable
COc1ccc(-n2c(Nc3nc(-c4ccc(Br)cc4)cs3)n[nH]c2=S)cc1,guacamol,50,,2.4540809914238206,3.700159327862037,3,0.9691890077739852,34.0,Synthesizable
Cc1ccccc1S(=O)(=O)NC(=O)N(CC(=O)NO)Cc1ccc([N+](=O)[O-])cc1,guacamol,58,,2.4165030909467347,3.4176834867013266,4,0.9613364536865252,90.0,Synthesizable
CN(C)C(CNS(=O)(=O)c1ccc(Br)cc1)c1cccnc1,guacamol,39,,2.557923527727805,3.2392631383199846,11,0.0,-1.0,Unsynthesizable
CC(=NNC(=S)N(Cc1ccccc1)Cc1ccccc1)c1ccccn1,guacamol,41,,2.170593732042501,2.4485182998756128,3,0.9457414665828308,4.0,Synthesizable
COc1cccc(N2CCN(C(S)=NCc3ccco3)CC2)c1,guacamol,36,,2.5190851231460503,3.4818756101261576,11,0.0,-1.0,Unsynthesizable
CCCCCCN(CCCCCC)C(=O)C(=O)c1c(-c2ccc(C(F)(F)F)cc2)[nH]c2ccccc12,guacamol,62,,2.5665274064930053,3.9889311253489295,2,0.9998723305031376,6.0,Synthesizable
NCCCCCCCNCCSSCCNCCCCCCCN,guacamol,24,,2.4801060119238745,3.329068251954924,2,0.9992624700031572,18.0,Synthesizable
CN(Cc1ccc(Cl)cc1)C(=O)C1CCN1C(=O)Nc1ccc(C(F)(F)F)cc1,guacamol,52,,2.6298841462867384,4.130668615119912,2,0.9977795167628756,59.0,Synthesizable
COc1ccc(CNC(=O)CSc2nnc(-c3ccc(NC(C)=O)cc3)n2C)cc1,guacamol,49,,2.023274575724616,4.273334660987982,3,0.9971711343865944,120.0,Synthesizable
CS(=O)(=O)N(CC(=O)Nc1c(F)cccc1F)Cc1ccccc1,guacamol,41,,2.012697139654353,2.847015422884575,3,0.9989456138782252,6.0,Synthesizable
COC(=O)c1cc2c(c[n+]1C)[nH]c1ccccc12,guacamol,35,,2.7425077336842225,2.6284671685935743,4,0.0037801241840425257,102.0,Synthesizable
CN(Cc1coc(-c2ccccc2Cl)n1)Cc1cccc2ccccc12,guacamol,40,,2.1543139024191262,4.37096538836791,5,0.9699589191475728,16.0,Synthesizable
Nc1cccc2[nH]c3c(N4CCN(CCc5ccc(F)c(F)c5)CC4)ncnc3c12,guacamol,51,,2.5738496295551663,4.786598881693802,11,0.0,-1.0,Unsynthesizable
COC(=O)C(NC(C)=O)=C(C)c1ccc(Cl)cc1,guacamol,34,,2.303177925991914,2.1971467210254185,11,0.0,-1.0,Unsynthesizable
CC(CNS(=O)(=O)C(C)C)c1ccc(-c2ccc(Cl)cc2)cc1,guacamol,43,,2.452847239497588,3.448600250971046,4,0.33094900351516154,21.0,Synthesizable
CN(C(=S)NC(=O)C12CC3CC(CC(C3)C1)C2)c1ccc(O)cc1,guacamol,46,,3.773816837143056,2.800489502638684,2,0.9973709320961248,3.0,Synthesizable
CCCCCCCCCCCCN1C(CC(=O)O)c2cc(C(F)(F)F)ccc2S1(=O)=O,guacamol,50,,3.19724550755343,3.786425631025312,11,0.0,-1.0,Unsynthesizable
CCCCCCCCOC(=O)C1=C(O)OC(CO)C1=O,guacamol,31,,3.2627942509261816,3.385639533835432,11,0.0,-1.0,Unsynthesizable
O=C1Nc2ccccc2C1=NNC(=O)c1ccccc1O,guacamol,32,,2.252598235816788,2.7965235340065444,1,0.9999828338623048,3.0,Synthesizable
COCc1ccc(Cl)nc1N(C)c1ccc(OC)cc1,guacamol,31,,2.3047086525342952,2.910704426179472,4,0.9627691143016424,12.0,Synthesizable
COC(=O)c1cccc(-n2nnnc2SCC(=O)Nc2nc3c(s2)CCCC3)c1,guacamol,48,,2.431636899543204,3.668560091931513,2,0.9993411982529141,73.0,Synthesizable
CCCC(Nc1cncc(-c2ccc(O)c(OC)c2)n1)c1ccc(OC)cc1,guacamol,45,,2.738691000197408,3.8229001640225375,3,0.9705584889889812,66.0,Synthesizable
CC(C)(C)C1(O)CCN2CC(c3ccc(Cl)cc3)CCC2C1,guacamol,39,,3.4937970904504425,3.781541570461573,11,0.0,-1.0,Unsynthesizable
CC(O)(c1ccc(S(=O)(=O)c2ccc(Br)cc2Cl)cc1)C(F)(F)F,guacamol,48,,2.80002158919509,3.051946739434997,4,0.9914519433261982,6.0,Synthesizable
Nc1nc(O)cc(-c2ccc(N3CCOCC3)cc2)n1,guacamol,33,,2.240403328547936,3.3056339925743274,1,0.9999961853027344,49.0,Synthesizable
Cc1ccc(S(=O)(=O)n2c3c(c4ccccc42)CCN2CCC(Br)CC32)cc1,guacamol,51,,3.3719396665821946,3.667249936988632,11,0.0,-1.0,Unsynthesizable
CC(=O)NC1C(O)C=C(P(=O)(O)O)CC1O,guacamol,31,,4.291831540263972,3.47726431382544,11,0.0,-1.0,Unsynthesizable
CNc1ncc2c(n1)-c1ccc(Cl)cc1C(c1ccccc1F)=NC2,guacamol,42,,2.5319896977151046,4.128513656051574,8,0.12238062203813795,81.0,Synthesizable
O=S(=O)(c1ccc(CN=C(O)c2cnc3[nH]ncc3c2)nc1)c1cc(F)cc(N2CCOCC2)c1,guacamol,63,,3.11383333163929,4.7244071362926165,11,0.0,-1.0,Unsynthesizable
CC(Oc1ccccc1)C(=O)Nc1ccc(F)c(S(=O)(=O)N2CCOCC2)c1,guacamol,49,,2.466748200781632,4.114648375109328,3,0.9994184287713084,41.0,Synthesizable
O=c1cc(Cn2ccnc2)c2cc(O)ccc2o1,guacamol,29,,2.3444645384179505,2.8613620533663893,2,0.9849125415211156,13.0,Synthesizable
CCOC(=O)c1cnn(-c2ccccc2)c1NC(=O)c1ccccc1,guacamol,40,,1.87521854386895,2.4702321907133884,1,0.9998175501823424,20.0,Synthesizable
Cc1ccc(S(=O)(=O)c2cc3c(=O)n4cccc(C)c4nc3n(CCc3ccccc3)c2=N)cc1C,guacamol,62,,2.6638987697831813,4.951020742626821,11,0.0,-1.0,Unsynthesizable
O=C(CSc1nc(O)c2c(C(F)(F)F)cc(-c3cccs3)nc2n1)NCc1ccco1,guacamol,53,,2.844765067238761,4.595098885166137,11,0.0,-1.0,Unsynthesizable
CC1(C(=O)NC(Cc2ccc(NC(=O)c3c(Cl)cccc3Cl)cc2)C(=O)O)CC(c2cccs2)=NO1,guacamol,66,,3.3732214210248763,4.491458128750171,7,0.9516182951829985,30.0,Synthesizable
COc1ccc(-c2oc(=O)c3cc(OC)c(OC)cc3c2C#CCCCO)cc1,guacamol,46,,2.5719422198326694,3.103516608939429,3,0.9991104262953172,57.0,Synthesizable
C=C(c1ccc(OC)cc1)N(CCCCCC)C(=O)CCl,guacamol,34,,2.4326178909892002,2.746106054468816,10,0.04066198945172753,59.0,Synthesizable
CC1CN(C(C)CO)C(=O)Cc2cc(NC(=O)Nc3cccc4ccccc34)ccc2OC1CN(C)S(=O)(=O)c1ccc(F)cc1,guacamol,78,,4.084125908914752,4.999957157338748,11,0.0,-1.0,Unsynthesizable
Cc1cccc(OCCNC(=O)c2ccc(Cl)c(S(=O)(=O)NCc3cccnc3)c2)c1,guacamol,53,,2.139209123182816,4.072511813826289,2,0.9996638299235628,111.0,Synthesizable
CN(C)c1ccc(C(CC(=O)c2cc3ccccc3o2)Nc2ccc(C(=O)O)cc2)cc1,guacamol,54,,2.74920919201352,3.4753497133902784,1,0.997227132320404,8.0,Synthesizable
CCN(CC)C(=O)C(Cc1ccccc1)NC(=O)C(CC(C)C)NC(=O)C(NC(=O)C(N)COC(=O)C1CCCN1C(C)=O)C(C)C,guacamol,83,,4.021721886357159,4.962963100704462,9,0.9769730493624632,145.0,Synthesizable
COc1ccc(C(C)NCC2OC(CO)C(O)C2O)cc1,guacamol,33,,3.3291962801145614,2.7301362515830188,11,0.0,-1.0,Unsynthesizable
c1ccc(COc2cncc(N3CC4CNCC4C3)n2)cc1,guacamol,34,,3.1823499895957994,3.4044730281550666,2,0.9995395364130673,101.0,Synthesizable
CC1CC(c2c(F)cccc2OCCF)N(Cc2ccc(OC(F)(F)F)cc2)C1=O,guacamol,49,,3.3910359924705133,4.4220316621226,7,0.8231570776879814,33.0,Synthesizable
Cc1cccc(CC2CCN(C(=O)c3nc4cc(O)c(O)cc4[nH]3)CC2)c1,guacamol,49,,2.4808530347650937,4.513654170854787,4,0.9684994848192112,42.0,Synthesizable
O=C(Nc1nn[nH]n1)c1cc(Br)ccc1O,guacamol,29,,2.302966936886793,2.8477163554249287,1,0.9998769760131836,19.0,Synthesizable
C=CCC(NC(=O)C(Cc1ccccc1)NS(=O)(=O)N1CCOCC1)C(=O)NC(CCCCCCCCC1CCCCC1)C(O)C(O)CC(C)C,guacamol,82,,4.3336127153419195,4.514471053489925,11,0.0,-1.0,Unsynthesizable
COc1ccc(NC(=O)NC2(C(=O)N3CCCCCC3)CCCCC2)cc1,guacamol,43,,2.198722411542162,3.0724509723088915,2,0.9995184375259072,30.0,Synthesizable
Fc1ccc(NC(S)=NN=C2CCCCCC2)cc1,guacamol,29,,2.693458174293749,2.5049015211888603,11,0.0,-1.0,Unsynthesizable
Cc1ccc2nc(-c3ccc(NC(S)=NC4CC(C)(C)NC(C)(C)C4)cc3)sc2c1,guacamol,54,,2.9435899668041263,3.7695648774943966,5,0.4570230998088988,73.0,Synthesizable
CON=C(C(=O)NC1C(=O)N(S(=O)(=O)O)C1C)c1csc(N)n1,guacamol,46,,3.7665515481090033,4.220954812008031,1,0.9998537302017212,34.0,Synthesizable
O=S1(=O)N=C(NN=Cc2ccco2)c2ccccc21,guacamol,33,,2.623474677790252,3.092752391849497,1,0.9998061060905457,97.0,Synthesizable
CCN1CCCC1c1noc(COc2cc3ncnc(Nc4ccc(Cl)c(Cl)c4)c3cc2OC)n1,guacamol,55,,3.167899540410895,4.699926387550058,11,0.0,-1.0,Unsynthesizable
CS(=O)(=O)c1ccc(-c2nc(NCc3nccs3)cc(C(F)(F)F)n2)cc1,guacamol,50,,2.560688423376483,4.280039945080662,2,0.999413967481516,81.0,Synthesizable
CC(=O)N1CCOCC1COc1cc(Cl)c(-c2nnc(-c3cc(C)nc(NC(C)C)c3)s2)cc1F,guacamol,61,,3.4977108542738367,4.968915676359647,7,0.9947137132669162,97.0,Synthesizable
CC1COCCN1c1nc(-c2cnc(=N)[nH]c2)c2c(n1)N(C1CCN(C(O)=NC(C)(C)C)C1)CC2,guacamol,67,,4.408501534359209,4.9990687856416605,11,0.0,-1.0,Unsynthesizable
O=C(Nc1nc2ccc([N+](=O)[O-])cc2s1)c1c(F)cccc1F,guacamol,45,,2.1080255902815264,2.790663025878389,1,0.99998676776886,4.0,Synthesizable
CCn1c(CCCOc2ccc(Cl)cc2Cl)nnc1SCC(=O)Nc1cc(F)ccc1C,guacamol,49,,2.272074050088244,4.669400324620444,1,0.9999557733535768,166.0,Synthesizable
O=C(O)c1ccc(-c2ccc3c(ccn3C3CCCCC3)c2)cc1,guacamol,40,,2.0261826940999086,4.316316260268931,2,0.9890556329442288,7.0,Synthesizable
CN(C)CCCCc1ccc(C2(C)COC2)cc1,guacamol,28,,2.2873191182996067,4.277935930752046,8,0.28068978075557105,7.0,Synthesizable
CC(C)(OCC(F)(F)F)c1cnc2n1CC(c1cccc(F)c1F)CCC2NC(=O)N1CCC2(CC1)OC(=O)Nc1ncccc12,guacamol,78,,4.797060109031347,4.794176051037809,11,0.0,-1.0,Unsynthesizable
c1ccc2oc(C3CCN(Cc4ncon4)CC3)nc2c1,guacamol,33,,2.5321161479046967,3.85171537446232,1,0.9999086856842041,93.0,Synthesizable
O=C(NO)C1(O)COCCC1S(=O)(=O)c1ccc(OCc2ccccc2Cl)cc1,guacamol,49,,3.4336550348937482,4.318258023417898,11,0.0,-1.0,Unsynthesizable
CCCCCCCCCCCCCCCCNc1cc(C(=O)O)c(C(=O)O)c(C(=O)O)c1,guacamol,49,,2.332811180598183,2.8097169711124605,4,0.4027633000757044,6.0,Synthesizable
COCCn1cc(C(=O)c2cc(Br)ccc2O)cc(C#N)c1=O,guacamol,39,,2.506144168578229,3.3648161494935627,3,0.6621707126298266,29.0,Synthesizable
CC(C)Oc1ccc2c(c1)n(C)c(=O)n2C,guacamol,29,,2.0677792445791,2.9793981840982946,3,0.9417954951479408,68.0,Synthesizable
